run_id,scenario_name,seed,simulation_time,target_time,total_vehicle_count,average_speed,average_waiting_time,stopped_vehicle_count,seconds_until_next_signal_switch,N_in_0__vehicle_count,N_in_0__average_speed,N_in_0__average_waiting_time,N_in_0__max_waiting_time,N_in_0__stopped_vehicle_count,N_in_0__current_signal_state,N_in_0__arrival_rate,N_in_0__departure_rate,N_in_0__stopped_vehicle_count_trend,N_in_0__waiting_time_trend,N_in_1__vehicle_count,N_in_1__average_speed,N_in_1__average_waiting_time,N_in_1__max_waiting_time,N_in_1__stopped_vehicle_count,N_in_1__current_signal_state,N_in_1__arrival_rate,N_in_1__departure_rate,N_in_1__stopped_vehicle_count_trend,N_in_1__waiting_time_trend,N_in_2__vehicle_count,N_in_2__average_speed,N_in_2__average_waiting_time,N_in_2__max_waiting_time,N_in_2__stopped_vehicle_count,N_in_2__current_signal_state,N_in_2__arrival_rate,N_in_2__departure_rate,N_in_2__stopped_vehicle_count_trend,N_in_2__waiting_time_trend,S_in_0__vehicle_count,S_in_0__average_speed,S_in_0__average_waiting_time,S_in_0__max_waiting_time,S_in_0__stopped_vehicle_count,S_in_0__current_signal_state,S_in_0__arrival_rate,S_in_0__departure_rate,S_in_0__stopped_vehicle_count_trend,S_in_0__waiting_time_trend,S_in_1__vehicle_count,S_in_1__average_speed,S_in_1__average_waiting_time,S_in_1__max_waiting_time,S_in_1__stopped_vehicle_count,S_in_1__current_signal_state,S_in_1__arrival_rate,S_in_1__departure_rate,S_in_1__stopped_vehicle_count_trend,S_in_1__waiting_time_trend,S_in_2__vehicle_count,S_in_2__average_speed,S_in_2__average_waiting_time,S_in_2__max_waiting_time,S_in_2__stopped_vehicle_count,S_in_2__current_signal_state,S_in_2__arrival_rate,S_in_2__departure_rate,S_in_2__stopped_vehicle_count_trend,S_in_2__waiting_time_trend,E_in_0__vehicle_count,E_in_0__average_speed,E_in_0__average_waiting_time,E_in_0__max_waiting_time,E_in_0__stopped_vehicle_count,E_in_0__current_signal_state,E_in_0__arrival_rate,E_in_0__departure_rate,E_in_0__stopped_vehicle_count_trend,E_in_0__waiting_time_trend,E_in_1__vehicle_count,E_in_1__average_speed,E_in_1__average_waiting_time,E_in_1__max_waiting_time,E_in_1__stopped_vehicle_count,E_in_1__current_signal_state,E_in_1__arrival_rate,E_in_1__departure_rate,E_in_1__stopped_vehicle_count_trend,E_in_1__waiting_time_trend,E_in_2__vehicle_count,E_in_2__average_speed,E_in_2__average_waiting_time,E_in_2__max_waiting_time,E_in_2__stopped_vehicle_count,E_in_2__current_signal_state,E_in_2__arrival_rate,E_in_2__departure_rate,E_in_2__stopped_vehicle_count_trend,E_in_2__waiting_time_trend,W_in_0__vehicle_count,W_in_0__average_speed,W_in_0__average_waiting_time,W_in_0__max_waiting_time,W_in_0__stopped_vehicle_count,W_in_0__current_signal_state,W_in_0__arrival_rate,W_in_0__departure_rate,W_in_0__stopped_vehicle_count_trend,W_in_0__waiting_time_trend,W_in_1__vehicle_count,W_in_1__average_speed,W_in_1__average_waiting_time,W_in_1__max_waiting_time,W_in_1__stopped_vehicle_count,W_in_1__current_signal_state,W_in_1__arrival_rate,W_in_1__departure_rate,W_in_1__stopped_vehicle_count_trend,W_in_1__waiting_time_trend,W_in_2__vehicle_count,W_in_2__average_speed,W_in_2__average_waiting_time,W_in_2__max_waiting_time,W_in_2__stopped_vehicle_count,W_in_2__current_signal_state,W_in_2__arrival_rate,W_in_2__departure_rate,W_in_2__stopped_vehicle_count_trend,W_in_2__waiting_time_trend,N_in_0__target__vehicle_count,N_in_0__target__average_waiting_time,N_in_1__target__vehicle_count,N_in_1__target__average_waiting_time,N_in_2__target__vehicle_count,N_in_2__target__average_waiting_time,S_in_0__target__vehicle_count,S_in_0__target__average_waiting_time,S_in_1__target__vehicle_count,S_in_1__target__average_waiting_time,S_in_2__target__vehicle_count,S_in_2__target__average_waiting_time,E_in_0__target__vehicle_count,E_in_0__target__average_waiting_time,E_in_1__target__vehicle_count,E_in_1__target__average_waiting_time,E_in_2__target__vehicle_count,E_in_2__target__average_waiting_time,W_in_0__target__vehicle_count,W_in_0__target__average_waiting_time,W_in_1__target__vehicle_count,W_in_1__target__average_waiting_time,W_in_2__target__vehicle_count,W_in_2__target__average_waiting_time
extreme_seed2,extreme,2,675.25,690.25,172.0,3.3081043693326846,10.453779069767442,70.0,26.75,3.0,8.718164236477401,0.0,0.0,0.0,2.0,0.13333333333333333,0.13333333333333333,-0.06666666666666667,-0.026666666666666665,10.0,2.6456943244831668,2.46,11.65,3.0,2.0,0.13333333333333333,0.13333333333333333,-0.26666666666666666,-1.1923333333333332,29.0,6.140056142323647e-05,29.374137931034483,52.4,29.0,0.0,0.0,0.0,0.26666666666666666,0.9773563218390805,3.0,8.003105139578322,0.0,0.0,0.0,2.0,0.13333333333333333,0.13333333333333333,-0.06666666666666667,-0.03333333333333333,10.0,2.7444924277250697,2.04,12.25,2.0,2.0,0.13333333333333333,0.13333333333333333,-0.3333333333333333,-1.2563333333333333,29.0,7.73103961106967e-05,29.04655172413793,52.15,29.0,0.0,0.0,0.0,0.26666666666666666,0.973103448275862,3.0,8.477750344766141,0.0,0.0,0.0,2.0,0.13333333333333333,0.13333333333333333,-0.06666666666666667,-0.03333333333333333,5.0,4.792326301754799,5.029999999999999,16.55,2.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.3008888888888889,21.0,2.355178540818432,0.14047619047619048,2.95,1.0,0.0,0.0,0.4666666666666667,-1.4,-3.048253968253968,3.0,8.746115463204047,0.0,0.0,0.0,2.0,0.13333333333333333,0.13333333333333333,-0.06666666666666667,-0.05555555555555556,5.0,4.158744204673799,5.42,15.2,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.3568888888888889,22.0,2.105317924328404,0.1659090909090909,3.65,1.0,0.0,0.0,0.4666666666666667,-1.4,-2.8741118077324974,1.0,0.0,2.0,0.0,29.0,44.37413793103448,1.0,0.0,3.0,0.0,29.0,44.04655172413793,1.0,0.0,6.0,11.875,25.0,3.13,1.0,0.0,6.0,12.15,25.0,3.282
extreme_seed2,extreme,2,676.25,691.25,172.0,3.727189521380889,10.595348837209302,67.0,25.75,3.0,10.131185966606331,0.0,0.0,0.0,2.0,0.13333333333333333,0.13333333333333333,-0.06666666666666667,-0.04888888888888889,10.0,3.569463775216793,0.365,3.65,1.0,2.0,0.13333333333333333,0.13333333333333333,-0.4,-1.3786666666666667,29.0,3.649981859890308e-05,30.374137931034483,53.4,29.0,0.0,0.0,0.0,0.2,0.9860919540229885,2.0,11.987019153877156,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.05555555555555556,10.0,3.7337902720761242,0.0,0.0,0.0,2.0,0.13333333333333333,0.13333333333333333,-0.4666666666666667,-1.439,29.0,4.6194875793230016e-05,30.04655172413793,53.15,29.0,0.0,0.0,0.0,0.26666666666666666,0.9822988505747127,3.0,10.483694365964427,0.0,0.0,0.0,2.0,0.13333333333333333,0.13333333333333333,-0.06666666666666667,-0.05555555555555556,5.0,5.297361618940271,5.43,17.55,2.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.30533333333333335,21.0,2.359562273187845,0.22142857142857145,3.95,2.0,0.0,0.0,0.4666666666666667,-1.2,-2.7515476190476194,2.0,13.030487112927194,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.07777777777777778,5.0,5.031954235004955,6.02,16.2,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.3746666666666666,22.0,2.1019422422554546,0.2113636363636364,4.65,1.0,0.0,0.0,0.4,-1.3333333333333333,-2.857099567099567,1.0,0.0,2.0,0.0,29.0,45.37413793103448,1.0,0.0,2.0,0.0,29.0,45.04655172413793,1.0,0.0,6.0,12.708333333333334,25.0,3.542,1.0,0.0,6.0,12.841666666666667,25.0,3.7319999999999998
extreme_seed2,extreme,2,677.25,692.25,170.0,4.001001804931224,11.09235294117647,68.0,24.75,2.0,12.426810940412539,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.07111111111111111,9.0,4.227310433895532,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.4666666666666667,-1.4496666666666664,29.0,2.092196438113389e-05,31.374137931034483,54.4,29.0,0.0,0.0,0.0,0.13333333333333333,0.9924137931034482,2.0,13.03607473254622,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.07777777777777778,9.0,4.492828254009345,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.4666666666666667,-1.4856666666666667,29.0,2.6955930682584874e-05,31.04655172413793,54.15,29.0,0.0,0.0,0.0,0.2,0.9902298850574712,2.0,13.768616704858868,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.07777777777777778,5.0,5.796809965111084,5.9799999999999995,18.55,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.3197777777777777,21.0,2.340864862617855,0.3166666666666667,4.95,2.0,0.0,0.0,0.4,-1.1333333333333333,-2.7207407407407405,2.0,15.289829314206909,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.1,5.0,5.537188890984223,6.62,17.2,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.39244444444444443,22.0,2.0767783368274313,0.26590909090909093,5.65,2.0,0.0,0.0,0.3333333333333333,-1.1333333333333333,-2.666717171717172,1.0,0.0,1.0,0.0,29.0,46.37413793103448,1.0,0.0,1.0,0.0,29.0,46.04655172413793,1.0,0.0,6.0,13.541666666666666,26.0,3.8288461538461536,1.0,0.0,6.0,13.675000000000002,26.0,4.05
extreme_seed2,extreme,2,678.25,693.25,169.0,4.244382392501455,11.562721893491124,69.0,23.75,2.0,12.302897054830419,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.10333333333333333,9.0,4.883556308096258,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.4666666666666667,-1.4963333333333333,29.0,1.1955221138412252e-05,32.37413793103448,55.4,29.0,0.0,0.0,0.0,0.06666666666666667,0.9968965517241379,2.0,13.018442418889016,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.1,9.0,5.273242727435472,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.5333333333333333,-1.5339999999999998,29.0,1.555042480827323e-05,32.046551724137935,55.15,29.0,0.0,0.0,0.0,0.13333333333333333,0.9950574712643682,2.0,14.897088086131824,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.11666666666666667,5.0,6.303502919733307,6.58,19.55,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.33755555555555555,21.0,2.3007392285117008,0.41190476190476194,5.95,2.0,0.0,0.0,0.3333333333333333,-1.0,-2.50997557997558,2.0,16.455181565879897,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.12222222222222222,5.0,5.596944351938989,7.220000000000001,18.2,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.41022222222222227,22.0,2.0478832089630044,0.375,6.65,3.0,0.0,0.0,0.3333333333333333,-1.0,-2.536111111111111,1.0,0.0,1.0,0.0,29.0,47.37413793103448,1.0,0.0,1.0,0.0,29.0,47.04655172413793,1.0,0.0,6.0,14.375,26.0,4.286538461538462,1.0,0.0,6.0,14.508333333333335,26.0,4.546153846153846
extreme_seed2,extreme,2,679.25,694.25,168.0,4.385835569908182,12.046130952380953,70.0,22.75,2.0,12.249578438443049,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.14777777777777779,8.0,5.492376767439207,0.0,0.0,0.0,2.0,0.13333333333333333,0.26666666666666666,-0.5333333333333333,-1.5473333333333334,29.0,6.640906374501561e-06,33.37413793103448,56.4,29.0,0.0,0.0,0.0,0.06666666666666667,0.9991954022988504,2.0,13.027229584246166,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.12222222222222222,8.0,5.893577817211881,0.0,0.0,0.0,2.0,0.13333333333333333,0.26666666666666666,-0.5333333333333333,-1.5873333333333333,29.0,8.749583295515133e-06,33.046551724137935,56.15,29.0,0.0,0.0,0.0,0.06666666666666667,0.9982758620689656,2.0,14.92067805121905,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.1611111111111111,5.0,6.100382390560684,7.18,20.55,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.35533333333333333,21.0,2.235115003576486,0.5380952380952382,6.95,3.0,0.0,0.0,0.26666666666666666,-0.8,-2.2837269841269845,2.0,16.427023586887454,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.14444444444444443,5.0,5.570976152676281,7.82,19.2,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.42577777777777776,22.0,1.9932384255046167,0.5113636363636364,7.65,3.0,0.0,0.0,0.26666666666666666,-0.8666666666666667,-2.3250116550116555,1.0,0.0,1.0,0.0,29.0,48.37413793103448,1.0,0.0,1.0,0.0,29.0,48.04655172413793,1.0,0.0,6.0,15.208333333333334,26.0,4.767307692307693,1.0,0.0,6.0,15.341666666666669,27.0,4.8962962962962955
extreme_seed2,extreme,2,680.25,695.25,168.0,4.39005472927998,12.463690476190477,71.0,21.75,2.0,12.144146023021953,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.1922222222222222,8.0,6.2062005858113425,0.0,0.0,0.0,2.0,0.13333333333333333,0.26666666666666666,-0.6,-1.6026666666666667,29.0,3.3628439149173427e-06,34.37413793103448,57.4,29.0,0.0,0.0,0.0,0.0,1.0,2.0,13.005546267887219,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.14444444444444443,8.0,5.972975743995453,0.0,0.0,0.0,2.0,0.13333333333333333,0.26666666666666666,-0.5333333333333333,-1.6406666666666667,29.0,4.776039673133197e-06,34.046551724137935,57.15,29.0,0.0,0.0,0.0,0.0,1.0000000000000002,2.0,14.659268057307965,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.20555555555555557,5.0,5.974371065087685,7.779999999999999,21.55,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.37311111111111106,22.0,2.147259214278248,0.65,7.95,3.0,0.0,0.06666666666666667,0.26666666666666666,-0.7333333333333333,-2.1365333333333334,2.0,16.469697261673566,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.17555555555555555,5.0,5.578620090577942,8.42,20.2,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.42133333333333334,22.0,1.9180532316477839,0.6545454545454545,8.65,4.0,0.0,0.0,0.2,-0.6666666666666666,-2.0996969696969696,2.0,0.0,2.0,0.0,29.0,49.37413793103448,2.0,0.0,2.0,0.0,29.0,49.04655172413793,2.0,0.0,7.0,13.75,27.0,5.0777777777777775,2.0,0.0,7.0,13.864285714285716,27.0,5.442592592592592
extreme_seed2,extreme,2,681.25,696.25,167.0,4.416670602635616,12.964071856287426,72.0,20.75,2.0,12.115199015093479,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.2366666666666667,7.0,6.857133675369721,0.0,0.0,0.0,2.0,0.13333333333333333,0.3333333333333333,-0.6,-1.6626666666666667,29.0,1.5283681668857135e-06,35.37413793103448,58.4,29.0,0.0,0.0,0.0,0.0,1.0,2.0,13.033544043465392,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.06666666666666667,-0.16666666666666666,7.0,6.0303552413410575,0.0,0.0,0.0,2.0,0.13333333333333333,0.3333333333333333,-0.5333333333333333,-1.694,29.0,2.2374244905700914e-06,35.046551724137935,58.15,29.0,0.0,0.0,0.0,0.0,1.0000000000000002,2.0,14.401337514183933,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.25,5.0,5.33555732927966,8.379999999999999,22.55,3.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.39088888888888884,22.0,2.0516494123275177,0.7909090909090909,8.95,4.0,0.0,0.06666666666666667,0.2,-0.5333333333333333,-1.887689393939394,2.0,16.470740757672402,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.22000000000000003,5.0,5.599201214611636,9.02,21.2,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.4168888888888888,22.0,1.8266496681526732,0.8363636363636363,9.65,4.0,0.0,0.0,0.2,-0.6,-1.9503757575757574,3.0,0.0,3.0,0.0,29.0,50.37413793103448,3.0,0.0,2.0,0.0,29.0,50.04655172413793,3.0,0.0,7.0,14.464285714285714,27.0,5.596296296296296,3.0,0.0,7.0,14.578571428571431,27.0,6.003703703703703
extreme_seed2,extreme,2,682.25,697.25,165.0,4.277735706527533,13.557575757575757,72.0,19.75,2.0,12.095229996216393,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.28111111111111103,6.0,7.137066280369672,0.0,0.0,0.0,2.0,0.13333333333333333,0.4,-0.6,-1.7226666666666663,29.0,5.690796031309465e-07,36.37413793103448,59.4,29.0,0.0,0.0,0.0,0.0,1.0,2.0,13.010529640693324,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.21,7.0,6.304329490085709,0.0,0.0,0.0,2.0,0.13333333333333333,0.3333333333333333,-0.6,-1.7483333333333335,29.0,1.0641430780854312e-06,36.04655172413793,59.15,29.0,0.0,0.0,0.0,0.0,0.9999999999999998,2.0,14.271727925583903,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.29444444444444445,5.0,4.111146120983937,8.98,23.55,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.3953333333333333,22.0,1.9395298158470717,0.9727272727272727,9.95,4.0,0.0,0.06666666666666667,0.2,-0.4666666666666667,-1.7259848484848486,2.0,16.44854272166389,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.2644444444444444,5.0,5.112442559593418,9.620000000000001,22.2,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.4124444444444445,22.0,1.7111546805584388,1.0181818181818183,10.65,4.0,0.0,0.0,0.13333333333333333,-0.4666666666666667,-1.6962878787878788,4.0,0.0,2.0,0.0,29.0,51.37413793103448,2.0,0.0,3.0,0.0,29.0,51.04655172413793,2.0,0.0,8.0,13.28125,27.0,6.137037037037037,4.0,0.0,8.0,13.381250000000001,27.0,6.596296296296296
extreme_seed2,extreme,2,683.25,698.25,174.0,4.384148945842447,13.28103448275862,74.0,18.75,3.0,11.974327966094998,0.0,0.0,0.0,2.0,0.2,0.2,-0.13333333333333333,-0.32555555555555554,7.0,7.426400641668269,0.0,0.0,0.0,2.0,0.2,0.4,-0.6,-1.7826666666666666,29.0,2.277957047999203e-07,37.37413793103448,60.4,29.0,0.0,0.0,0.0,0.0,1.0,3.0,12.681525221980328,0.0,0.0,0.0,2.0,0.2,0.2,-0.13333333333333333,-0.2544444444444444,7.0,6.644468026091275,0.0,0.0,0.0,2.0,0.2,0.4,-0.6,-1.8083333333333333,29.0,3.660949492699268e-07,37.04655172413793,60.15,29.0,0.0,0.0,0.0,0.0,0.9999999999999998,3.0,13.399167429882032,0.0,0.0,0.0,2.0,0.2,0.2,-0.13333333333333333,-0.33888888888888885,6.0,3.3121272835311157,7.983333333333334,24.55,3.0,0.0,0.2,0.0,0.06666666666666667,0.2844444444444445,23.0,1.8357915991216407,1.1456521739130436,10.95,5.0,0.0,0.13333333333333333,0.13333333333333333,-0.26666666666666666,-1.4475362318840581,3.0,14.902469003969605,0.0,0.0,0.0,2.0,0.2,0.2,-0.13333333333333333,-0.30888888888888894,6.0,4.263861250655068,8.516666666666667,23.2,3.0,0.0,0.2,0.0,0.06666666666666667,0.2944444444444445,23.0,1.6032952612304963,1.1891304347826088,11.65,5.0,0.0,0.06666666666666667,0.06666666666666667,-0.3333333333333333,-1.606521739130435,3.0,0.0,3.0,0.0,29.0,52.37413793103448,3.0,0.0,2.0,0.0,29.0,52.04655172413793,3.0,0.0,9.0,12.36111111111111,28.0,6.4750000000000005,3.0,0.0,9.0,12.450000000000001,27.0,7.22037037037037
extreme_seed2,extreme,2,684.25,699.25,173.0,4.293058956274163,13.790173410404623,76.0,17.75,3.0,11.921472132477641,0.0,0.0,0.0,2.0,0.2,0.2,-0.13333333333333333,-0.37,6.0,7.842096768163177,0.0,0.0,0.0,2.0,0.2,0.4666666666666667,-0.6,-1.8426666666666665,29.0,0.0,38.37413793103448,61.4,29.0,0.0,0.0,0.0,0.0,1.0,3.0,12.673120422390129,0.0,0.0,0.0,2.0,0.2,0.2,-0.13333333333333333,-0.29888888888888887,6.0,7.139140974669895,0.0,0.0,0.0,2.0,0.2,0.4666666666666667,-0.6,-1.8683333333333332,29.0,0.0,38.04655172413793,61.15,29.0,0.0,0.0,0.0,0.0,0.9999999999999998,3.0,13.381179681450275,0.0,0.0,0.0,2.0,0.2,0.2,-0.13333333333333333,-0.38333333333333336,6.0,2.780412302513391,8.483333333333334,25.55,3.0,0.0,0.2,0.0,0.06666666666666667,0.2733333333333334,23.0,1.729323863744944,1.3782608695652174,11.95,6.0,0.0,0.13333333333333333,0.06666666666666667,-0.13333333333333333,-1.3344795783926218,2.0,12.658474425015648,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.35333333333333333,6.0,3.706448079105366,9.016666666666667,24.2,3.0,0.0,0.2,0.0,0.06666666666666667,0.2833333333333334,23.0,1.493372999929994,1.4260869565217393,12.65,6.0,0.0,0.06666666666666667,0.06666666666666667,-0.13333333333333333,-1.2491304347826087,3.0,0.0,3.0,0.0,29.0,53.37413793103448,3.0,0.0,3.0,0.0,29.0,53.04655172413793,3.0,0.0,9.0,12.916666666666666,28.0,7.067857142857143,3.0,0.0,9.0,13.005555555555556,28.0,7.589285714285714
extreme_seed2,extreme,2,685.25,700.25,172.0,4.219797145760633,14.31220930232558,76.0,16.75,3.0,11.943289971817345,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.3108333333333333,6.0,8.32128076012276,0.0,0.0,0.0,2.0,0.13333333333333333,0.4666666666666667,-0.6,-1.7296969696969695,29.0,0.0,39.37413793103448,62.4,29.0,0.0,0.0,0.0,0.0,1.0,3.0,12.176975147645841,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.2575,6.0,7.823338629504893,0.0,0.0,0.0,2.0,0.13333333333333333,0.4666666666666667,-0.6,-1.7530303030303032,29.0,0.0,39.04655172413793,62.15,29.0,0.0,0.0,0.0,0.0,0.9999999999999998,3.0,12.049199099049014,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.32083333333333336,6.0,2.3986454556287993,8.983333333333334,26.55,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.34638888888888897,23.0,1.6104492816127731,1.6391304347826086,12.95,6.0,0.0,0.13333333333333333,0.0,0.0,-1.0097722567287784,2.0,12.41963105313856,0.0,0.0,0.0,2.0,0.13333333333333333,0.26666666666666666,-0.13333333333333333,-0.2983333333333333,6.0,3.2738450325770825,9.516666666666667,25.2,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.36277777777777787,23.0,1.3799858774972638,1.6869565217391302,13.65,6.0,0.0,0.06666666666666667,0.0,-0.06666666666666667,-1.1252635046113306,3.0,0.0,3.0,0.0,29.0,54.37413793103448,3.0,0.0,3.0,0.0,29.0,54.04655172413793,3.0,0.0,9.0,13.472222222222221,28.0,7.696428571428571,3.0,0.0,9.0,13.583333333333334,28.0,8.239285714285714
extreme_seed2,extreme,2,686.25,701.25,173.0,4.127131234086376,14.678612716763006,78.0,15.75,3.0,11.496098559069319,0.0,0.0,0.0,2.0,0.13333333333333333,0.2,-0.13333333333333333,-0.3441666666666666,5.0,8.73152668082646,0.0,0.0,0.0,2.0,0.13333333333333333,0.5333333333333333,-0.6,-1.7842424242424242,29.0,0.0,40.37413793103448,63.4,29.0,0.0,0.0,0.0,0.0,1.0,2.0,12.085712267827466,0.0,0.0,0.0,2.0,0.13333333333333333,0.26666666666666666,-0.13333333333333333,-0.29083333333333333,5.0,8.339740819635484,0.0,0.0,0.0,2.0,0.13333333333333333,0.5333333333333333,-0.6,-1.8075757575757576,29.0,0.0,40.04655172413793,63.15,29.0,0.0,0.0,0.0,0.0,0.9999999999999998,2.0,11.855638974826137,0.0,0.0,0.0,2.0,0.13333333333333333,0.26666666666666666,-0.13333333333333333,-0.3541666666666667,6.0,2.1867915154427795,9.483333333333334,27.55,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.34638888888888897,24.0,1.493820081679502,1.852083333333333,13.95,7.0,0.0,0.2,0.0,0.13333333333333333,-0.8165277777777779,1.0,11.77623314242833,0.0,0.0,0.0,2.0,0.06666666666666667,0.26666666666666666,-0.13333333333333333,-0.33166666666666667,6.0,2.9930002951398564,10.016666666666667,26.2,3.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.36277777777777787,24.0,1.2918668648190208,1.90625,14.65,7.0,0.0,0.13333333333333333,0.0,0.13333333333333333,-0.754431818181818,4.0,0.0,4.0,0.0,29.0,55.37413793103448,4.0,0.0,4.0,0.0,29.0,55.04655172413793,4.0,0.0,9.0,14.027777777777779,28.0,8.360714285714286,4.0,0.0,9.0,14.25,28.0,8.917857142857143
extreme_seed2,extreme,2,687.25,702.25,172.0,4.068154454805434,15.223837209302326,80.0,14.75,2.0,10.795900960824486,0.0,0.0,0.0,2.0,0.06666666666666667,0.26666666666666666,0.0,0.0,4.0,9.080922839838218,0.0,0.0,0.0,2.0,0.06666666666666667,0.6,-0.5333333333333333,-1.340277777777778,29.0,0.0,41.37413793103448,64.4,29.0,0.0,0.0,0.0,0.0,1.0,2.0,12.086266760395134,0.0,0.0,0.0,2.0,0.06666666666666667,0.26666666666666666,-0.06666666666666667,-0.07933333333333333,4.0,8.705039798263094,0.0,0.0,0.0,2.0,0.06666666666666667,0.6,-0.5333333333333333,-1.361388888888889,29.0,0.0,41.04655172413793,64.15,29.0,0.0,0.0,0.0,0.0,0.9999999999999998,1.0,11.987559004726354,0.0,0.0,0.0,2.0,0.06666666666666667,0.3333333333333333,0.0,0.0,6.0,2.1724606469308467,9.983333333333334,28.55,3.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.41022222222222227,24.0,1.3953793159691503,2.1541666666666663,14.95,8.0,0.0,0.2,0.0,0.3333333333333333,-0.41876984126984135,1.0,11.76605231176852,0.0,0.0,0.0,2.0,0.06666666666666667,0.3333333333333333,0.0,0.0,6.0,2.8548144322602664,10.516666666666667,27.2,3.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.4304444444444445,24.0,1.1869435631977836,2.2333333333333334,15.65,8.0,0.0,0.13333333333333333,0.0,0.2,-0.5635353535353536,4.0,0.0,4.0,0.0,29.0,56.37413793103448,4.0,0.0,4.0,0.0,29.0,56.04655172413793,4.0,0.0,10.0,13.125,28.0,9.039285714285715,4.0,0.0,10.0,13.425,29.0,9.298275862068964
